Point X,Point Y,Point Z,Heading,Type,Move
31.8276,2365.53,0,3.78774,2,1
-4.34357,2331.16,0,4.01502,2,1
-31.8415,2289.53,0,4.24229,2,1
-49.2521,2242.78,0,4.46956,2,1
-55.6798,2193.3,0,4.69684,2,1
-50.794,2143.65,0,4.92411,2,1
-34.8461,2096.37,0,5.15138,2,1
-8.65628,2053.91,0,5.37865,2,1
10.9614,2032.12,0,5.51203,2,1
10.9614,2032.12,0,5.51203,2,1
46.8167,1997.27,0,5.51203,2,1
82.672,1962.42,0,5.51203,2,1
118.527,1927.57,0,5.51203,2,1
134.549,1912,0,5.51203,2,1
134.549,1912,0,5.51203,2,1
174.04,1881.51,0,5.7393,2,1
219.385,1860.7,0,5.96657,2,1
268.253,1850.64,0,6.19385,2,1
318.131,1851.85,0,0.137935,2,1
366.453,1864.27,0,0.365208,2,1
377.364,1868.78,0,0.418879,2,1
377.364,1868.78,0,0.418879,2,1
514.396,1929.79,0,0.418879,4,1
9792.53,6060.68,0,0.418879,1,1
10066.6,6182.7,0,0.418879,5,1
10114.2,6197.7,0,0.191606,2,1
10141.9,6201.27,0,0.0646048,2,1
10141.9,6201.27,0,0.0646048,2,1
10191.8,6204.49,0,0.0646048,2,1
10241.7,6207.72,0,0.0646048,2,1
10291.6,6210.95,0,0.0646048,2,1
10341.5,6214.18,0,0.0646048,2,1
10391.4,6217.41,0,0.0646048,2,1
10441.2,6220.63,0,0.0646048,2,1
10491.1,6223.86,0,0.0646048,2,1
10541,6227.09,0,0.0646048,2,1
10590.9,6230.32,0,0.0646048,2,1
10602.1,6231.04,0,0.0646048,2,1
10602.1,6231.04,0,0.0646048,2,1
10652,6228.6,0,6.12052,2,1
10700,6214.99,0,5.89324,2,1
10743.7,6190.91,0,5.66597,2,1
10780.8,6157.61,0,5.4387,2,1
10809.5,6116.79,0,5.21143,2,1
10828.3,6070.56,0,4.98415,2,1
10836.1,6021.29,0,4.75688,2,1
10832.7,5971.51,0,4.52961,2,1
10818.1,5923.8,0,4.30234,2,1
10793.1,5880.59,0,4.07506,2,1
10759.1,5844.12,0,3.84779,2,1
10717.7,5816.25,0,3.62052,2,1
10705.8,5810.52,0,3.56047,2,1
10705.8,5810.52,0,3.56047,2,1
10568.8,5749.51,0,3.56047,4,1
953.979,1468.73,0,3.56047,1,1
679.916,1346.7,0,3.56047,5,1
636.932,1321.37,0,3.78774,2,1
600.761,1287.01,0,4.01502,2,1
573.263,1245.38,0,4.24229,2,1
555.852,1198.62,0,4.46956,2,1
549.425,1149.15,0,4.69684,2,1
554.31,1099.49,0,4.92411,2,1
570.258,1052.22,0,5.15138,2,1
577.647,1037.88,0,5.22474,2,1
577.647,1037.88,0,5.22474,2,1
602.158,994.296,0,5.22474,2,1
626.669,950.716,0,5.22474,2,1
651.18,907.136,0,5.22474,2,1
656.427,897.809,0,5.22474,2,1
656.427,897.809,0,5.22474,2,1
685.658,857.376,0,5.45201,2,1
723.249,824.571,0,5.67928,2,1
767.264,801.078,0,5.90655,2,1
815.441,788.107,0,6.13383,2,1
865.302,786.326,0,0.0779148,2,1
914.282,795.824,0,0.305187,2,1
937.66,804.678,0,0.418879,2,1
937.66,804.678,0,0.418879,2,1
1074.69,865.689,0,0.418879,4,1
11071,5316.32,0,0.418879,1,1
11345,5438.34,0,0.418879,5,1
11392.6,5453.33,0,0.191606,2,1
11420.3,5456.9,0,0.0646048,2,1
11420.3,5456.9,0,0.0646048,2,1
11470.2,5460.13,0,0.0646048,2,1
11520.1,5463.35,0,0.0646048,2,1
11570,5466.58,0,0.0646048,2,1
11619.9,5469.81,0,0.0646048,2,1
11669.8,5473.04,0,0.0646048,2,1
11719.7,5476.27,0,0.0646048,2,1
11769.6,5479.49,0,0.0646048,2,1
11819.5,5482.72,0,0.0646048,2,1
11869.4,5485.95,0,0.0646048,2,1
11880.6,5486.67,0,0.0646048,2,1
11880.6,5486.67,0,0.0646048,2,1
11930.4,5484.23,0,6.12052,2,1
11978.4,5470.62,0,5.89324,2,1
12022.1,5446.54,0,5.66597,2,1
12059.2,5413.24,0,5.4387,2,1
12087.9,5372.42,0,5.21143,2,1
12106.7,5326.19,0,4.98415,2,1
12114.5,5276.92,0,4.75688,2,1
12111.1,5227.14,0,4.52961,2,1
12096.5,5179.43,0,4.30234,2,1
12071.6,5136.22,0,4.07506,2,1
12037.5,5099.75,0,3.84779,2,1
11996.1,5071.88,0,3.62052,2,1
11984.2,5066.15,0,3.56047,2,1
11984.2,5066.15,0,3.56047,2,1
11847.2,5005.14,0,3.56047,4,1
-206.7,-361.606,0,3.56047,1,1
-480.764,-483.627,0,3.56047,5,1
-488.055,-487.034,0,3.59705,2,1
-488.055,-487.034,0,3.59705,2,1
-532.958,-509.028,0,3.59705,2,1
-577.861,-531.021,0,3.59705,2,1
-622.763,-553.015,0,3.59705,2,1
-667.666,-575.009,0,3.59705,2,1
-712.569,-597.003,0,3.59705,2,1
-757.472,-618.997,0,3.59705,2,1
-802.375,-640.991,0,3.59705,2,1
-847.278,-662.984,0,3.59705,2,1
-892.181,-684.978,0,3.59705,2,1
-937.084,-706.972,0,3.59705,2,1
-981.987,-728.966,0,3.59705,2,1
-1026.89,-750.96,0,3.59705,2,1
-1071.79,-772.954,0,3.59705,2,1
-1116.7,-794.947,0,3.59705,2,1
-1161.6,-816.941,0,3.59705,2,1
-1206.5,-838.935,0,3.59705,2,1
-1251.4,-860.929,0,3.59705,2,1
-1296.31,-882.923,0,3.59705,2,1
-1341.21,-904.917,0,3.59705,2,1
-1386.11,-926.91,0,3.59705,2,1
-1431.02,-948.904,0,3.59705,2,1
-1475.92,-970.898,0,3.59705,2,1
-1520.82,-992.892,0,3.59705,2,1
-1565.72,-1014.89,0,3.59705,2,1
-1610.63,-1036.88,0,3.59705,2,1
-1655.53,-1058.87,0,3.59705,2,1
-1700.43,-1080.87,0,3.59705,2,1
-1745.34,-1102.86,0,3.59705,2,1
-1790.24,-1124.85,0,3.59705,2,1
-1835.14,-1146.85,0,3.59705,2,1
-1880.04,-1168.84,0,3.59705,2,1
-1924.95,-1190.84,0,3.59705,2,1
-1969.85,-1212.83,0,3.59705,2,1
-2014.75,-1234.82,0,3.59705,2,1
-2059.66,-1256.82,0,3.59705,2,1
-2104.56,-1278.81,0,3.59705,2,1
-2149.46,-1300.81,0,3.59705,2,1
-2194.37,-1322.8,0,3.59705,2,1
-2239.27,-1344.79,0,3.59705,2,1
-2284.17,-1366.79,0,3.59705,2,1
-2329.07,-1388.78,0,3.59705,2,1
-2373.98,-1410.77,0,3.59705,2,1
-2418.88,-1432.77,0,3.59705,2,1
-2463.78,-1454.76,0,3.59705,2,1
-2508.69,-1476.76,0,3.59705,2,1
-2553.59,-1498.75,0,3.59705,2,1
-2598.49,-1520.74,0,3.59705,2,1
-2643.39,-1542.74,0,3.59705,2,1
-2688.3,-1564.73,0,3.59705,2,1
-2733.2,-1586.73,0,3.59705,2,1
-2778.1,-1608.72,0,3.59705,2,1
-2823.01,-1630.71,0,3.59705,2,1
-2867.91,-1652.71,0,3.59705,2,1
-2912.81,-1674.7,0,3.59705,2,1
-2957.71,-1696.69,0,3.59705,2,1
-3002.62,-1718.69,0,3.59705,2,1
-3047.52,-1740.68,0,3.59705,2,1
-3092.42,-1762.68,0,3.59705,2,1
-3137.33,-1784.67,0,3.59705,2,1
-3182.23,-1806.66,0,3.59705,2,1
-3227.13,-1828.66,0,3.59705,2,1
-3272.04,-1850.65,0,3.59705,2,1
-3316.94,-1872.65,0,3.59705,2,1
-3361.84,-1894.64,0,3.59705,2,1
-3406.74,-1916.63,0,3.59705,2,1
-3451.65,-1938.63,0,3.59705,2,1
-3496.55,-1960.62,0,3.59705,2,1
-3541.45,-1982.61,0,3.59705,2,1
-3586.36,-2004.61,0,3.59705,2,1
-3631.26,-2026.6,0,3.59705,2,1
-3676.16,-2048.6,0,3.59705,2,1
-3721.06,-2070.59,0,3.59705,2,1
-3765.97,-2092.58,0,3.59705,2,1
-3810.87,-2114.58,0,3.59705,2,1
-3855.77,-2136.57,0,3.59705,2,1
-3900.68,-2158.57,0,3.59705,2,1
-3945.58,-2180.56,0,3.59705,2,1
-3990.48,-2202.55,0,3.59705,2,1
-4035.38,-2224.55,0,3.59705,2,1
-4080.29,-2246.54,0,3.59705,2,1
-4125.19,-2268.53,0,3.59705,2,1
-4170.09,-2290.53,0,3.59705,2,1
-4215,-2312.52,0,3.59705,2,1
-4259.9,-2334.52,0,3.59705,2,1
-4304.8,-2356.51,0,3.59705,2,1
-4349.71,-2378.5,0,3.59705,2,1
-4394.61,-2400.5,0,3.59705,2,1
-4416.77,-2411.35,0,3.59705,2,1
-4416.77,-2411.35,0,3.59705,2,1
-4458.8,-2438.24,0,3.82433,2,1
-4493.69,-2473.9,0,4.0516,2,1
-4519.64,-2516.51,0,4.27887,2,1
-4535.33,-2563.87,0,4.50614,2,1
-4539.95,-2613.55,0,4.73342,2,1
-4533.25,-2662.99,0,4.96069,2,1
-4515.58,-2709.65,0,5.18796,2,1
-4487.86,-2751.13,0,5.41524,2,1
-4451.5,-2785.3,0,5.64251,2,1
-4408.38,-2810.39,0,5.86978,2,1
-4360.71,-2825.12,0,6.09705,2,1
-4310.95,-2828.74,0,0.0411414,2,1
-4261.65,-2821.05,0,0.268414,2,1
-4230.51,-2809.9,0,0.418879,2,1
-4230.51,-2809.9,0,0.418879,2,1
-4093.48,-2748.89,0,0.418879,4,1
12349.4,4571.95,0,0.418879,1,1
12623.5,4693.97,0,0.418879,5,1
12671,4708.96,0,0.191606,2,1
12698.7,4712.53,0,0.0646048,2,1
12698.7,4712.53,0,0.0646048,2,1
12748.6,4715.76,0,0.0646048,2,1
12798.5,4718.99,0,0.0646048,2,1
12848.4,4722.21,0,0.0646048,2,1
12898.3,4725.44,0,0.0646048,2,1
12948.2,4728.67,0,0.0646048,2,1
12998.1,4731.9,0,0.0646048,2,1
13048,4735.13,0,0.0646048,2,1
13097.9,4738.35,0,0.0646048,2,1
13147.8,4741.58,0,0.0646048,2,1
13159,4742.31,0,0.0646048,2,1
13159,4742.31,0,0.0646048,2,1
13208.8,4739.86,0,6.12052,2,1
13256.8,4726.25,0,5.89324,2,1
13300.5,4702.17,0,5.66597,2,1
13337.7,4668.87,0,5.4387,2,1
13366.4,4628.05,0,5.21143,2,1
13385.1,4581.82,0,4.98415,2,1
13393,4532.55,0,4.75688,2,1
13389.5,4482.78,0,4.52961,2,1
13375,4435.06,0,4.30234,2,1
13350,4391.85,0,4.07506,2,1
13316,4355.38,0,3.84779,2,1
13274.6,4327.52,0,3.62052,2,1
13262.7,4321.78,0,3.56047,2,1
13262.7,4321.78,0,3.56047,2,1
13125.6,4260.77,0,3.56047,4,1
-7706.2,-5014.16,0,3.56047,1,1
-7980.26,-5136.18,0,3.56047,5,1
-7987.55,-5139.59,0,3.59705,2,1
-7987.55,-5139.59,0,3.59705,2,1
-8032.46,-5161.58,0,3.59705,2,1
-8077.36,-5183.58,0,3.59705,2,1
-8122.26,-5205.57,0,3.59705,2,1
-8167.16,-5227.56,0,3.59705,2,1
-8212.07,-5249.56,0,3.59705,2,1
-8256.97,-5271.55,0,3.59705,2,1
-8301.87,-5293.55,0,3.59705,2,1
-8346.78,-5315.54,0,3.59705,2,1
-8391.68,-5337.53,0,3.59705,2,1
-8436.58,-5359.53,0,3.59705,2,1
-8481.48,-5381.52,0,3.59705,2,1
-8526.39,-5403.51,0,3.59705,2,1
-8571.29,-5425.51,0,3.59705,2,1
-8616.19,-5447.5,0,3.59705,2,1
-8661.1,-5469.5,0,3.59705,2,1
-8706,-5491.49,0,3.59705,2,1
-8750.9,-5513.48,0,3.59705,2,1
-8795.8,-5535.48,0,3.59705,2,1
-8840.71,-5557.47,0,3.59705,2,1
-8885.61,-5579.47,0,3.59705,2,1
-8930.51,-5601.46,0,3.59705,2,1
-8975.42,-5623.45,0,3.59705,2,1
-9020.32,-5645.45,0,3.59705,2,1
-9065.22,-5667.44,0,3.59705,2,1
-9110.12,-5689.43,0,3.59705,2,1
-9155.03,-5711.43,0,3.59705,2,1
-9199.93,-5733.42,0,3.59705,2,1
-9244.83,-5755.42,0,3.59705,2,1
-9289.74,-5777.41,0,3.59705,2,1
-9334.64,-5799.4,0,3.59705,2,1
-9379.54,-5821.4,0,3.59705,2,1
-9424.45,-5843.39,0,3.59705,2,1
-9469.35,-5865.39,0,3.59705,2,1
-9514.25,-5887.38,0,3.59705,2,1
-9559.15,-5909.37,0,3.59705,2,1
-9604.06,-5931.37,0,3.59705,2,1
-9648.96,-5953.36,0,3.59705,2,1
-9693.86,-5975.35,0,3.59705,2,1
-9738.77,-5997.35,0,3.59705,2,1
-9783.67,-6019.34,0,3.59705,2,1
-9828.57,-6041.34,0,3.59705,2,1
-9873.47,-6063.33,0,3.59705,2,1
-9918.38,-6085.32,0,3.59705,2,1
-9963.28,-6107.32,0,3.59705,2,1
-10008.2,-6129.31,0,3.59705,2,1
-10053.1,-6151.31,0,3.59705,2,1
-10098,-6173.3,0,3.59705,2,1
-10142.9,-6195.29,0,3.59705,2,1
-10187.8,-6217.29,0,3.59705,2,1
-10232.7,-6239.28,0,3.59705,2,1
-10277.6,-6261.27,0,3.59705,2,1
-10322.5,-6283.27,0,3.59705,2,1
-10367.4,-6305.26,0,3.59705,2,1
-10412.3,-6327.26,0,3.59705,2,1
-10457.2,-6349.25,0,3.59705,2,1
-10502.1,-6371.24,0,3.59705,2,1
-10547,-6393.24,0,3.59705,2,1
-10591.9,-6415.23,0,3.59705,2,1
-10636.8,-6437.22,0,3.59705,2,1
-10681.7,-6459.22,0,3.59705,2,1
-10726.6,-6481.21,0,3.59705,2,1
-10771.5,-6503.21,0,3.59705,2,1
-10816.4,-6525.2,0,3.59705,2,1
-10861.3,-6547.19,0,3.59705,2,1
-10906.2,-6569.19,0,3.59705,2,1
-10951.1,-6591.18,0,3.59705,2,1
-10996,-6613.18,0,3.59705,2,1
-11041,-6635.17,0,3.59705,2,1
-11085.9,-6657.16,0,3.59705,2,1
-11130.8,-6679.16,0,3.59705,2,1
-11175.7,-6701.15,0,3.59705,2,1
-11220.6,-6723.14,0,3.59705,2,1
-11265.5,-6745.14,0,3.59705,2,1
-11310.4,-6767.13,0,3.59705,2,1
-11355.3,-6789.13,0,3.59705,2,1
-11400.2,-6811.12,0,3.59705,2,1
-11445.1,-6833.11,0,3.59705,2,1
-11490,-6855.11,0,3.59705,2,1
-11534.9,-6877.1,0,3.59705,2,1
-11579.8,-6899.1,0,3.59705,2,1
-11624.7,-6921.09,0,3.59705,2,1
-11669.6,-6943.08,0,3.59705,2,1
-11714.5,-6965.08,0,3.59705,2,1
-11759.4,-6987.07,0,3.59705,2,1
-11804.3,-7009.06,0,3.59705,2,1
-11849.2,-7031.06,0,3.59705,2,1
-11894.1,-7053.05,0,3.59705,2,1
-11916.3,-7063.91,0,3.59705,2,1
-11916.3,-7063.91,0,3.59705,2,1
-11958.3,-7090.79,0,3.82433,2,1
-11993.2,-7126.46,0,4.0516,2,1
-12019.1,-7169.06,0,4.27887,2,1
-12034.8,-7216.43,0,4.50614,2,1
-12039.4,-7266.1,0,4.73342,2,1
-12032.7,-7315.55,0,4.96069,2,1
-12015.1,-7362.21,0,5.18796,2,1
-11987.4,-7403.69,0,5.41524,2,1
-11951,-7437.85,0,5.64251,2,1
-11907.9,-7462.95,0,5.86978,2,1
-11860.2,-7477.68,0,6.09705,2,1
-11810.4,-7481.29,0,0.0411414,2,1
-11761.1,-7473.6,0,0.268414,2,1
-11730,-7462.46,0,0.418879,2,1
-11730,-7462.46,0,0.418879,2,1
-11593,-7401.45,0,0.418879,4,1
13627.8,3827.58,0,0.418879,1,1
13901.9,3949.6,0,0.418879,5,1
13949.5,3964.59,0,0.191606,2,1
13977.2,3968.16,0,0.0646048,2,1
13977.2,3968.16,0,0.0646048,2,1
14027.1,3971.39,0,0.0646048,2,1
14077,3974.62,0,0.0646048,2,1
14126.9,3977.85,0,0.0646048,2,1
14176.8,3981.07,0,0.0646048,2,1
14226.7,3984.3,0,0.0646048,2,1
14276.5,3987.53,0,0.0646048,2,1
14326.4,3990.76,0,0.0646048,2,1
14376.3,3993.99,0,0.0646048,2,1
14426.2,3997.21,0,0.0646048,2,1
14437.4,3997.94,0,0.0646048,2,1
14437.4,3997.94,0,0.0646048,2,1
14487.3,3995.49,0,6.12052,2,1
14535.3,3981.88,0,5.89324,2,1
14579,3957.81,0,5.66597,2,1
14616.1,3924.5,0,5.4387,2,1
14644.8,3883.68,0,5.21143,2,1
14663.6,3837.45,0,4.98415,2,1
14671.4,3788.18,0,4.75688,2,1
14668,3738.41,0,4.52961,2,1
14653.4,3690.69,0,4.30234,2,1
14628.4,3647.49,0,4.07506,2,1
14594.4,3611.01,0,3.84779,2,1
14553,3583.15,0,3.62052,2,1
14541.1,3577.42,0,3.56047,2,1
14541.1,3577.42,0,3.56047,2,1
14404.1,3516.41,0,3.56047,4,1
-13194.2,-8771.15,0,3.56047,1,1
-13468.3,-8893.17,0,3.56047,5,1
-13511.3,-8918.5,0,3.78774,2,1
-13547.4,-8952.86,0,4.01502,2,1
-13574.9,-8994.49,0,4.24229,2,1
-13592.3,-9041.25,0,4.46956,2,1
-13598.8,-9090.73,0,4.69684,2,1
-13593.9,-9140.38,0,4.92411,2,1
-13577.9,-9187.65,0,5.15138,2,1
-13551.7,-9230.12,0,5.37865,2,1
-13516.7,-9265.59,0,5.60593,2,1
-13497.9,-9279.11,0,5.71103,2,1
-13497.9,-9279.11,0,5.71103,2,1
-13455.9,-9306.18,0,5.71103,2,1
-13413.8,-9333.25,0,5.71103,2,1
-13371.8,-9360.33,0,5.71103,2,1
-13337.1,-9382.66,0,5.71103,2,1
-13337.1,-9382.66,0,5.71103,2,1
-13292.4,-9404.75,0,5.9383,2,1
-13243.8,-9416.18,0,6.16557,2,1
-13193.9,-9416.38,0,0.10966,2,1
-13145.3,-9405.33,0,0.336932,2,1
-13128.5,-9398.68,0,0.418879,2,1
-13128.5,-9398.68,0,0.418879,2,1
-12991.5,-9337.67,0,0.418879,4,1
14906.3,3083.21,0,0.418879,1,1
15180.3,3205.23,0,0.418879,5,1
15227.9,3220.23,0,0.191606,2,1
15255.6,3223.79,0,0.0646048,2,1
15255.6,3223.79,0,0.0646048,2,1
15305.5,3227.02,0,0.0646048,2,1
15355.4,3230.25,0,0.0646048,2,1
15405.3,3233.48,0,0.0646048,2,1
15455.2,3236.71,0,0.0646048,2,1
15505.1,3239.93,0,0.0646048,2,1
15555,3243.16,0,0.0646048,2,1
15604.9,3246.39,0,0.0646048,2,1
15654.8,3249.62,0,0.0646048,2,1
15704.7,3252.85,0,0.0646048,2,1
15715.9,3253.57,0,0.0646048,2,1
15715.9,3253.57,0,0.0646048,2,1
15765.7,3251.12,0,6.12052,2,1
15813.7,3237.51,0,5.89324,2,1
15857.4,3213.44,0,5.66597,2,1
15894.5,3180.13,0,5.4387,2,1
15923.2,3139.32,0,5.21143,2,1
15942,3093.08,0,4.98415,2,1
15949.8,3043.81,0,4.75688,2,1
15946.4,2994.04,0,4.52961,2,1
15931.8,2946.32,0,4.30234,2,1
15906.9,2903.12,0,4.07506,2,1
15872.8,2866.64,0,3.84779,2,1
15831.4,2838.78,0,3.62052,2,1
15819.5,2833.05,0,3.56047,2,1
15819.5,2833.05,0,3.56047,2,1
15682.5,2772.04,0,3.56047,4,1
-12514.7,-9782.17,0,3.56047,1,1
-12788.8,-9904.19,0,3.56047,5,1
-12831.8,-9929.52,0,3.78774,2,1
-12867.9,-9963.89,0,4.01502,2,1
-12895.4,-10005.5,0,4.24229,2,1
-12912.8,-10052.3,0,4.46956,2,1
-12919.3,-10101.8,0,4.69684,2,1
-12914.4,-10151.4,0,4.92411,2,1
-12898.4,-10198.7,0,5.15138,2,1
-12872.2,-10241.1,0,5.37865,2,1
-12837.1,-10276.6,0,5.60593,2,1
-12818.4,-10290.1,0,5.71103,2,1
-12818.4,-10290.1,0,5.71103,2,1
-12776.4,-10317.2,0,5.71103,2,1
-12734.3,-10344.3,0,5.71103,2,1
-12692.3,-10371.4,0,5.71103,2,1
-12657.6,-10393.7,0,5.71103,2,1
-12657.6,-10393.7,0,5.71103,2,1
-12612.9,-10415.8,0,5.9383,2,1
-12564.3,-10427.2,0,6.16557,2,1
-12514.4,-10427.4,0,0.10966,2,1
-12465.8,-10416.4,0,0.336932,2,1
-12449,-10409.7,0,0.418879,2,1
-12449,-10409.7,0,0.418879,2,1
-12312,-10348.7,0,0.418879,4,1
16184.7,2338.84,0,0.418879,1,1
16458.8,2460.86,0,0.418879,5,1
16506.3,2475.86,0,0.191606,2,1
16534,2479.43,0,0.0646048,2,1
16534,2479.43,0,0.0646048,2,1
16583.9,2482.65,0,0.0646048,2,1
16633.8,2485.88,0,0.0646048,2,1
16683.7,2489.11,0,0.0646048,2,1
16733.6,2492.34,0,0.0646048,2,1
16783.5,2495.57,0,0.0646048,2,1
16833.4,2498.79,0,0.0646048,2,1
16883.3,2502.02,0,0.0646048,2,1
16933.2,2505.25,0,0.0646048,2,1
16983.1,2508.48,0,0.0646048,2,1
16994.3,2509.2,0,0.0646048,2,1
16994.3,2509.2,0,0.0646048,2,1
17044.1,2506.76,0,6.12052,2,1
17092.1,2493.15,0,5.89324,2,1
17135.8,2469.07,0,5.66597,2,1
17173,2435.77,0,5.4387,2,1
17201.7,2394.95,0,5.21143,2,1
17220.4,2348.72,0,4.98415,2,1
17228.3,2299.45,0,4.75688,2,1
17224.8,2249.67,0,4.52961,2,1
17210.3,2201.96,0,4.30234,2,1
17185.3,2158.75,0,4.07506,2,1
17151.3,2122.28,0,3.84779,2,1
17109.9,2094.41,0,3.62052,2,1
17098,2088.68,0,3.56047,2,1
17098,2088.68,0,3.56047,2,1
16960.9,2027.67,0,3.56047,4,1
-11835.2,-10793.2,0,3.56047,1,1
-12109.3,-10915.2,0,3.56047,5,1
-12152.2,-10940.5,0,3.78774,2,1
-12188.4,-10974.9,0,4.01502,2,1
-12215.9,-11016.5,0,4.24229,2,1
-12233.3,-11063.3,0,4.46956,2,1
-12239.7,-11112.8,0,4.69684,2,1
-12234.9,-11162.4,0,4.92411,2,1
-12218.9,-11209.7,0,5.15138,2,1
-12192.7,-11252.2,0,5.37865,2,1
-12157.6,-11287.6,0,5.60593,2,1
-12138.9,-11301.2,0,5.71103,2,1
-12138.9,-11301.2,0,5.71103,2,1
-12096.9,-11328.2,0,5.71103,2,1
-12054.8,-11355.3,0,5.71103,2,1
-12012.8,-11382.4,0,5.71103,2,1
-11978.1,-11404.7,0,5.71103,2,1
-11978.1,-11404.7,0,5.71103,2,1
-11933.4,-11426.8,0,5.9383,2,1
-11884.8,-11438.2,0,6.16557,2,1
-11834.9,-11438.4,0,0.10966,2,1
-11786.3,-11427.4,0,0.336932,2,1
-11769.5,-11420.7,0,0.418879,2,1
-11769.5,-11420.7,0,0.418879,2,1
-11632.5,-11359.7,0,0.418879,4,1
17463.1,1594.48,0,0.418879,1,1
17737.2,1716.5,0,0.418879,5,1
17784.8,1731.49,0,0.191606,2,1
17812.5,1735.06,0,0.0646048,2,1
17812.5,1735.06,0,0.0646048,2,1
17862.4,1738.29,0,0.0646048,2,1
17912.3,1741.51,0,0.0646048,2,1
17962.2,1744.74,0,0.0646048,2,1
18012.1,1747.97,0,0.0646048,2,1
18062,1751.2,0,0.0646048,2,1
18111.8,1754.43,0,0.0646048,2,1
18161.7,1757.65,0,0.0646048,2,1
18211.6,1760.88,0,0.0646048,2,1
18261.5,1764.11,0,0.0646048,2,1
18272.7,1764.83,0,0.0646048,2,1
18272.7,1764.83,0,0.0646048,2,1
18322.6,1762.39,0,6.12052,2,1
18370.6,1748.78,0,5.89324,2,1
18414.3,1724.7,0,5.66597,2,1
18451.4,1691.4,0,5.4387,2,1
18480.1,1650.58,0,5.21143,2,1
18498.9,1604.35,0,4.98415,2,1
18506.7,1555.08,0,4.75688,2,1
18503.3,1505.3,0,4.52961,2,1
18488.7,1457.59,0,4.30234,2,1
18463.7,1414.38,0,4.07506,2,1
18429.7,1377.91,0,3.84779,2,1
18388.3,1350.04,0,3.62052,2,1
18376.4,1344.31,0,3.56047,2,1
18376.4,1344.31,0,3.56047,2,1
18239.4,1283.3,0,3.56047,4,1
-11155.7,-11804.2,0,3.56047,1,1
-11429.7,-11926.2,0,3.56047,5,1
-11472.7,-11951.6,0,3.78774,2,1
-11508.9,-11985.9,0,4.01502,2,1
-11536.4,-12027.6,0,4.24229,2,1
-11553.8,-12074.3,0,4.46956,2,1
-11560.2,-12123.8,0,4.69684,2,1
-11555.3,-12173.5,0,4.92411,2,1
-11539.4,-12220.7,0,5.15138,2,1
-11513.2,-12263.2,0,5.37865,2,1
-11478.1,-12298.7,0,5.60593,2,1
-11459.4,-12312.2,0,5.71103,2,1
-11459.4,-12312.2,0,5.71103,2,1
-11417.3,-12339.3,0,5.71103,2,1
-11375.3,-12366.3,0,5.71103,2,1
-11333.3,-12393.4,0,5.71103,2,1
-11298.6,-12415.7,0,5.71103,2,1
-11298.6,-12415.7,0,5.71103,2,1
-11253.8,-12437.8,0,5.9383,2,1
-11205.3,-12449.3,0,6.16557,2,1
-11155.4,-12449.5,0,0.10966,2,1
-11106.7,-12438.4,0,0.336932,2,1
-11090,-12431.8,0,0.418879,2,1
-11090,-12431.8,0,0.418879,2,1
-10953,-12370.7,0,0.418879,4,1
18741.6,850.107,0,0.418879,1,1
19015.6,972.128,0,0.418879,5,1
19063.2,987.122,0,0.191606,2,1
19090.9,990.689,0,0.0646048,2,1
19090.9,990.689,0,0.0646048,2,1
19140.8,993.917,0,0.0646048,2,1
19190.7,997.145,0,0.0646048,2,1
19240.6,1000.37,0,0.0646048,2,1
19290.5,1003.6,0,0.0646048,2,1
19340.4,1006.83,0,0.0646048,2,1
19390.3,1010.06,0,0.0646048,2,1
19440.2,1013.29,0,0.0646048,2,1
19490.1,1016.51,0,0.0646048,2,1
19540,1019.74,0,0.0646048,2,1
19551.2,1020.47,0,0.0646048,2,1
19551.2,1020.47,0,0.0646048,2,1
19601,1018.02,0,6.12052,2,1
19649,1004.41,0,5.89324,2,1
19692.7,980.333,0,5.66597,2,1
19729.8,947.029,0,5.4387,2,1
19758.5,906.212,0,5.21143,2,1
19777.3,859.979,0,4.98415,2,1
19785.1,810.709,0,4.75688,2,1
19781.7,760.936,0,4.52961,2,1
19767.1,713.219,0,4.30234,2,1
19742.2,670.013,0,4.07506,2,1
19708.1,633.54,0,3.84779,2,1
19666.7,605.676,0,3.62052,2,1
19654.8,599.944,0,3.56047,2,1
19654.8,599.944,0,3.56047,2,1
19517.8,538.934,0,3.56047,4,1
-10476.2,-12815.2,0,3.56047,1,1
-10750.2,-12937.3,0,3.56047,5,1
-10793.2,-12962.6,0,3.78774,2,1
-10829.4,-12997,0,4.01502,2,1
-10856.9,-13038.6,0,4.24229,2,1
-10874.3,-13085.4,0,4.46956,2,1
-10880.7,-13134.8,0,4.69684,2,1
-10875.8,-13184.5,0,4.92411,2,1
-10859.9,-13231.8,0,5.15138,2,1
-10833.7,-13274.2,0,5.37865,2,1
-10798.6,-13309.7,0,5.60593,2,1
-10779.9,-13323.2,0,5.71103,2,1
-10779.9,-13323.2,0,5.71103,2,1
-10737.8,-13350.3,0,5.71103,2,1
-10695.8,-13377.4,0,5.71103,2,1
-10653.8,-13404.4,0,5.71103,2,1
-10619.1,-13426.8,0,5.71103,2,1
-10619.1,-13426.8,0,5.71103,2,1
-10574.3,-13448.8,0,5.9383,2,1
-10525.8,-13460.3,0,6.16557,2,1
-10475.9,-13460.5,0,0.10966,2,1
-10427.2,-13449.4,0,0.336932,2,1
-10410.5,-13442.8,0,0.418879,2,1
